游记ID,标题,链接,规则1,规则2
661641,成都记忆,http://www.mafengwo.cn/i/661641.html,"三十日(程不用安排啦,同学,朋友都有在成都,四月三十日下午,公司还在开会,我已经在去运城的路上)|七天(,可以自行决定假期的长短,我决定彻底休上七天,当然工作都安排好啦.      锦里初)|七天( 锦里初中,大学同学春熙路张飞  卖牛肉七天的时间,说实话,光在成都过也能玩好了,可)","第二天(飘在上面,不过很好吃,外地人第一次吃完,第二天肚子肯定会不舒服的=||=回复Ray.k)|第二天(,倒不一定拉肚子,我同学可能是吓我,反正第二天我倒是没事,你也不用过分担心.=||=回)"
665954,樱---日本料理@成都,http://www.mafengwo.cn/i/665954.html,无,无
666821,我的瞎逛成都,http://www.mafengwo.cn/i/666821.html,12日(之行成员为两人，我和Z先生。时间是12月12日-16日几天。这次是Z先生的年假，而我呢)|16日(为两人，我和Z先生。时间是12月12日-16日几天。这次是Z先生的年假，而我呢，是调班)|5天(是调班存假，总之就是一个月没有休息换来的5天假。本来想去庐山的，想着说不定可以看看雪)|13日(感叹成都人真会享受啊~~可惜没敢拍12月13日先上几张图，一直说太枯燥了   我们住的)|一天(放啊……=||=我要继续上图了=||=这一天的剩下没有50张图片了，但是想先结束12)|一天(束12号的 吃饱就继续走，（为什么我们这一天总是选择步行呢？）雄伟的电信大夏 来之前)|一天(良酒店了 买不起就在外面看看 总结：1头一天晚上下飞机在大巴上看着成都的街道，就觉得)|14日(车导的，不是给行人导的~~=||=12月14日      天的行程简直不堪回首啊~  )|一天(出租车，想着也不远，就打车去。于是悲催的一天开始了……       出租车的师傅操一)|一天(门的车站就有车直接到青城山的快铁站，这是一天最开心的时候了，做快铁，和谐号……跟地铁)|三天(做作，有一种不被当外人看的感觉。而且我们三天吃的所有地方都是不提供茶水的。=||=回)|三天(本来想去文殊院，但是我们GPS不给力啊，三天都没找到。下次要去。成都正式一个舒服的地)|15日(方，在市里随便逛得感觉很好=||=12月15日       最后一天，寄存了行李，我们)|一天(好=||=12月15日       最后一天，寄存了行李，我们决定还是在成都里面游荡)|一天(近4000，就是说，在成都两天还有青城山一天，吃喝玩，大概花了一千不到。而且在青城山),第三天(   天一早起来就已经下起了小雨，本来想第三天就去峨眉山的，因为我实在太想看云海日出了)|第一天(  吃完以后还是去了春熙路走了一会。有了第一天的经验，现在能辨别方向了 这天寒潮全面到)|第二天(因为是16号早上7点多的飞机，我们不想在第二天五点起来打车去机场，于是决定在机场坐几个)|第二天(2点多的时候，居然还真的清场！！在机场等第二天飞机的人还是蛮多的。不过到2点多还有飞机)
669274,我的成都巴适生活。全纪录【每日更新中】,http://www.mafengwo.cn/i/669274.html,无,无
655373,我悲催又幸福的成都之旅,http://www.mafengwo.cn/i/655373.html,一天(以在这里找到同伴再往前走有租自行车的地方一天好像二十不过我怕被人偷走，所以一直公交然)|一天(旅人邮亭的帅哥不过这个帅哥死心眼的很我前一天还可以单独买明信片他非说只能明信片和邮票),第二天(而且是在云南大学上的学....博雅和小贝第二天带着她们又转了一圈宽窄巷子这是博雅非常之)
662450,最成都,http://www.mafengwo.cn/i/662450.html,无,第一天(定要去两次到了夜晚进入灯红酒绿夜生活时间第一天的路线当然少不了锦里不去第一时间品尝成都)|第一天(毛肚，泥鳅放在不同的格里很方便不会老哦 第一天结束了去火车站买了去青城山和都江堰的成灌)
589510,【成都】功夫熊猫上演《角斗士》,http://www.mafengwo.cn/i/589510.html,无,无
671104,独自去成都,http://www.mafengwo.cn/i/671104.html,无,无
673244,西行“慢”记,http://www.mafengwo.cn/i/673244.html,一天(掰着指头数着还有几天就可以去九寨了，日子一天一天临近；很快就过了那8天的进行时；现在)|一天(指头数着还有几天就可以去九寨了，日子一天一天临近；很快就过了那8天的进行时；现在开始)|8天(去九寨了，日子一天一天临近；很快就过了那8天的进行时；现在开始回忆。感觉就像列车由远)|一天(外，我还从没出过这么远的门。所以，走的前一天一股脑的把所有密码都写在纸上交给爸妈了。)|8天(上，拍下了晨曦中的成都。­我们在四川要待8天七夜，天天晚上休息的地方不一样，所以我们)|13日(显得形容枯槁。现在已经是2008年11月13日了，冬日的阳光格外温暖，撒欢似的铺在窗台)|一天(休息，明天到九寨。我的天，已经在山里转了一天了，还不能到啊？川主寺已经海拔3000多)|一天(住的川主寺要好多了。不过伙食还是差不多。一天里走了那么远的路，我还是没什么胃口。但还)|10天(黄龙寄出的两张明信片。真辛苦，在路上花了10天时间。本来想偷一点懒，慢点写黄龙的部分，)|一天(寨，行程可真不轻松。去的时候绕盘山路花了一天时间，而真正在九寨里看水，观鱼，逗野鸭，)|13天(看这个牌子的时候发现，上面有一个距***13天的字样，现在想来，应该就是距2008年8)|8日(字样，现在想来，应该就是距2008年8月8日北京奥运会倒计时一周年还有13天。是冥冥)|13天(08年8月8日北京奥运会倒计时一周年还有13天。是冥冥中的注定吗？我写到这里的时候就是)|八天(游记已经写到第九篇了。可以这样说，要把这八天的所见所闻所感统统写到游记里，不比在高原)|十五日(岷江渡”之说。清嘉庆八年（1803）五月十五日，渡口翻船，一百余人葬身鱼腹。如此惨状，),第二天(锅兔头。据说上海也有，但是南通却没有。­第二天就要进山了，去超市买了点吃的。然后回宾馆)|第二天(，只好蜷缩着硬把自己往梦乡里推。­（三）第二天，手机闹钟5：15响起的时候，正梦见自己)|第一天(住车号和停车场的位置。车号当然不用说，我第一天就记住了，但对于我和倪老师这两个超级大路)|第二天(一。在茂县或者说在高原上的最后一张照片是第二天从茂县出发回成都时在车上拍的，开始下雨了)
599450,成都,http://www.mafengwo.cn/i/599450.html,九日(水其下注江。建安二十四年，有黄龙见此水，九日方去。”又梁虞《荔鼎录》记：“蜀章武二年)|九日(荔鼎录》记：“蜀章武二年，黄龙见武阳之水九日，铸一鼎，象龙形沉水中。”千古一溪，因此),第一天(文化；独具特色的川西田园古镇风貌成为西南第一天然影视基地。   古镇名扬中外，游者慕名)
672337,安逸成都.美食成都.,http://www.mafengwo.cn/i/672337.html,无,无
536811,苹果基金会“送药救助队”在行动：5月20日，成都集合，药品全部到达。,http://www.mafengwo.cn/i/536811.html,20日(5月20日，北京-成都，晴-多云   上午10点，)|21日(无意外，苹果基金会“送药救助队”将于5月21日出发，前往小金县日隆方向，在附近灾民安置)|5天(方向，在附近灾民安置点送药，此行预计往返5天，在确保全队安全的前提下，送药救助队将尽)|20日(，全队的食品补给、公共物资和个人物资均在20日晚准备完毕。　　　　今天要感谢许多人：　),无
637298,成都百花潭公园,http://www.mafengwo.cn/i/637298.html,一日(上民家之女任氏，家境贫微，为人勤劳善良，一日在潭边为病僧洗涤袈裟，莲花辄应手而出，整),无
647724,voici 欢乐谷的白昼.,http://www.mafengwo.cn/i/647724.html,无,无
672662,成都的春节庙会,http://www.mafengwo.cn/i/672662.html,无,无
637023,成都明十陵,http://www.mafengwo.cn/i/637023.html,无,无
609524,闲逛成都,http://www.mafengwo.cn/i/609524.html,3天(成都市内逛了3天，吃吃喝喝玩玩，感受下成都的悠然自得。不),无
813213,【春节成都】春节在成都吗？来分享春节的美丽成都,http://www.mafengwo.cn/i/813213.html,无,无
636899,成都李劼人故居 “菱窠”,http://www.mafengwo.cn/i/636899.html,无,无
714956,成都,http://www.mafengwo.cn/i/714956.html,无,无
663578,银厂沟-----永远的纪念,http://www.mafengwo.cn/i/663578.html,无,无
873024,成都--真的很休闲,http://www.mafengwo.cn/i/873024.html,一天(绎不绝。 休息一晚，第二天开始在成都最后一天的游玩，路线是很基本的宽窄巷子、杜甫草堂),第二天(承下去，来看戏的人络绎不绝。 休息一晚，第二天开始在成都最后一天的游玩，路线是很基本的)
1276815,2009 成都--乐山--峨眉--九寨,http://www.mafengwo.cn/i/1276815.html,一天(  第四天：峨眉山我们住的客栈可以抱团玩一天精华版价格合适 我们就报了安全省事   )|一天(价格合适 我们就报了安全省事      一天的峨眉精华线五点到达山下坐车 回到成都。)|一天(到原始森林从上至下玩。还有就是一定要带够一天的干粮里面吃饭的地方就一个死贵！    ),第一天(0-200正定-成都东航 8：00510第一天：出机场：10：301．离市区大概16公)|第二天(小吃   举世闻名的出师表  晚上逛锦里第二天：黄龙溪古镇由新南门乘小巴(8.5元，车)|第三天(。。雪娃娃，红豆刨冰，10块。好吃的不行第三天：成都--乐山-峨眉成都-乐山-峨眉山 )|第二天(子，这样就可以赶最后一趟去峨嵋山的班车为第二天游览峨嵋山做准备。到峨嵋山大酒店下，边上)|第二天(。一个单人间80元一晚。挺实惠。而且方便第二天一早乘车。 三江汇流处      第四天)|第四天(第二天一早乘车。 三江汇流处      第四天：峨眉山我们住的客栈可以抱团玩一天精华版)|第五天(眉精华线五点到达山下坐车 回到成都。。。第五天成都--九寨九寨：旅游集散中心--九寨沟)|第六天(路上都是宾馆酒店林立。我们住在此处。。。第六天：一早排队买票进山。。进山买完门票后里面)|第七天(一个死贵！               第七天：坐车返回成都路上遇到下雪。。。担心怕出)|第八天(。。还有一切都很顺利晚七点到达成都。。。第八天：赶飞机 成都---石家庄 附车站时刻表)
1312628,成都铁像寺及铁像寺水街,http://www.mafengwo.cn/i/1312628.html,15日(位于成都高新天府新城的特色文化商业街，于15日正式开街。高升桥、洗面桥、通锦桥、驷马桥),无
525587,寻寻觅觅更在乎过程,http://www.mafengwo.cn/i/525587.html,无,第二天(匆见了一面后，错失了成都的种种美好，便于第二天一早离开了这座旁人来了都不想走的城市。此)
1021277,川西路上之1--成都,http://www.mafengwo.cn/i/1021277.html,18天(塘-稻城-亚丁-香格里拉-丽江-北京共计18天先来说说成都。。。北京-成都的机票130),第二天(的，只为雪山，所以成都停留时间很短~所以第二天就---四姑娘山！！！！川西路上之2--)
867073,【成都.Chengdu】I can't take my eyes off you（更新至4.15）,http://www.mafengwo.cn/i/867073.html,15日(2013年4月15日啦啦啦，这篇游记真是太受欢迎了，居然超过)|一天(100多一点，非常划算啦！坐火车的话，要一天一夜，有点辛苦。不过可以选择北京动车去西)|4天(，那么究竟怎么安排时间嗯？个人觉得如果有4天，那么成都2天，周边2天。青城山、都江堰)|2天(安排时间嗯？个人觉得如果有4天，那么成都2天，周边2天。青城山、都江堰、峨眉山、乐山)|2天(？个人觉得如果有4天，那么成都2天，周边2天。青城山、都江堰、峨眉山、乐山大佛、九寨)|8日(间充裕，也是很不错的选择！2013年2月8日明天又可以回成都啦！心中满是喜悦与憧憬！)|4日(啦！心中满是喜悦与憧憬！ 2012年9月4日又回一次成都，变化又多了一些！但是依旧那),无
883792,第一次 骑行青城山,http://www.mafengwo.cn/i/883792.html,29日(             2012年4月29日星期天 天气：雨转晴转大雨       ),第二天(     很搞的事是，那晚我在好友家睡，第二天很早很早就醒了，反正也是醒了，就干脆去参)
658336,Seady再见成都,http://www.mafengwo.cn/i/658336.html,一天(个休闲且时尚的都市，上次来成都只待了不到一天，看了皮毛，这次住了几天，好好感受了一下),无
1315929,成都九寨黄龙端午游一,http://www.mafengwo.cn/i/1315929.html,无,无
1264306,向往已久的四川,http://www.mafengwo.cn/i/1264306.html,一天(堆博物馆      第十日，成都自由活动一天。       第十一日，回程。  关于)|一日(日，成都自由活动一天。       第十一日，回程。  关于酒店，因为是必修课程，学)|一天(底到猴区，然后从另一条路下山。差不多花了一天的时间。          一线天   )|一天(沟值得去看看，不过从成都到九寨沟就要花费一天的时间，，乐山大佛和峨眉山可以去看看，从),第一天(大概行程：        第一天，早上十点的火车，从黄石到成都，次日九点)|第三日(上将近十一点到的九寨沟。        第三日，早上七点半出发去九寨沟景点，五点回去。)|第四日(去九寨沟景点，五点回去。        第四日，坐车回成都，途中去了松州和牟托羌寨，傍)|第五日(羌寨，傍晚六点到达成都。        第五日，早上赶往乐山市，乐山大佛。      )|第六日(山市，乐山大佛。            第六日，峨眉山。下午五点多乘车回成都，一个多小)|第七日(回成都，一个多小时的车程。       第七日，四川省博物馆。      第八日，四川)|第八日(   第七日，四川省博物馆。      第八日，四川大学博物馆。       第九日，)|第九日( 第八日，四川大学博物馆。       第九日，大熊猫基地，三星堆博物馆      第)|第十日(日，大熊猫基地，三星堆博物馆      第十日，成都自由活动一天。       第十一)|第十一日(第十日，成都自由活动一天。       第十一日，回程。  关于酒店，因为是必修课程，学)
1097782,隆冬时节的成都东湖公园 2012.12.31,http://www.mafengwo.cn/i/1097782.html,无,无
1056328,情迷成都，梦圆九寨（二）,http://www.mafengwo.cn/i/1056328.html,二日(，如此便可不相思。可如今我在那里偷得浮生二日闲之后，便与它但曾相见便相知，又叫我如何),第二天(死了人家没现成的房间）。果然店家说当天和第二天的房间都没有了（如果有我还不知道怎么说了)
844740,春游成都——文化公园之花海人潮,http://www.mafengwo.cn/i/844740.html,24日(园之花海人潮       2012年1月24日下午，冬阳高照，相约老伴外出逛逛。乘公交),无
682936,四川之旅——成都-康定-泸定-海螺沟-成都,http://www.mafengwo.cn/i/682936.html,5天(定-海螺沟-成都这条线路游玩。行程一共是5天，花费大概是3千元每人。 简单记录行程~),第一天(花费大概是3千元每人。 简单记录行程~~第一天成都（锦里、宽窄巷子） =||=回复di)|第二天(的锦里和宽窄巷子后，再也没时间吃东西了。第二天旅行社过来酒店接我们行程正式开始（旅行社)
1319332,美好的五月，行走成都。,http://www.mafengwo.cn/i/1319332.html,939d(过了。 我所有的照片都是手机拍的（三星I939D，爱疯4），我不会摄影，没有专业的设备，)|一天(。准备常住的朋友可以弄个卡，比较方便。又一天过去了，爬山逛街。我都佩服我自己了。回去),第二天(第一次吃到枇杷，就被他的清甜吸引了。。。第二天早起来，打的去陕西街吃蹄花，，竟然没吃到)|第二日(。充实的周六就这样结束了。 睡得相当好。第二日早起，楼下铺子随便吃点。直奔北站，买票去)
879667,我的成都生活——龙泉的枇杷熟了,http://www.mafengwo.cn/i/879667.html,1日(，让人回味无穷，野趣横生。2004年7月1日，万亩观光果园被国家旅游局正式确定为全国),无
1296521,成都、峨眉、青城、九寨自助游。,http://www.mafengwo.cn/i/1296521.html,三日(（5.4-5.6）：在淘宝中青旅买好九寨三日纯玩团，大家记住一定要买纯玩团贵一百块钱)|29日(巴山蜀水的行程。 出发啦！     4.29日，从宁波坐大巴到萧山，再坐机场大巴到杭州)|7天(区然后打车到达我们提前订好的新南门车站的7天连锁酒店。为了方便第二天坐车去峨嵋，所以)|30日(酒店，就抓紧洗漱休息了。      4月30日，一早7点30分起床，然后收拾好行李退了)|一天(寺庙住宿，在这里你会发现天南地北的朋友这一天都聚在了这里，这里的房间没有锁，但没有人)|3日(到房间闲聊了片刻。我们上网提前订好了5月3日成都北站去青城山的动车票。然后睡觉，夜里)|1日(云驾雾，得道成仙的感觉！      5月1日，我们也陆续起了床，然后去洗漱，零晨四点)|一天(有一女孩儿来借热水，方知他们一行三人昨天一天时间便徒步到达了太子坪，晚上九点已无房间)|五十天(到我们希望的阳光穿透云层的日出。直到六点五十天已大亮，众人皆知今天是看不到日出了，浓浓)|一天(普贤圣像在在浓雾之中也不得见。此刻庆幸前一天下午来此实在是消除了我们太多的遗憾。接着)|2日(媚生！ 忧郁王子，忧伤的小眼神。  5月2日，起床收拾好行李退好房间，我们在红珠山酒)|七天(。从新南门车站打车到达预定的青羊宫附近的七天连锁，办好入住放下行李，我们直奔文殊坊。)|3日(宽窄巷子！  冰粉         5月3日一早便退了房，倒了两趟地铁往成都火车站赶)|三天(都特别的长。晚上我们去了一趟超市采购后面三天去九寨的干粮，事前看攻略说一定要带好干粮)|4日(要退房出发。 青城山火车站     5月4日，一早退了房旅行社的接上我们到茶店子客运)|5日(枯水期，所以。。。。  藏家的篝火 5月5日，九寨沟，看图！     熊猫海    )|6日(  西游记外景取景点 犀牛海    5月6日从九寨返回成都  晚上，逛锦里。 5月7)|7日(日从九寨返回成都  晚上，逛锦里。 5月7日，返回宁波，结束愉快的旅程。。。。 =|),第二天(订好的新南门车站的7天连锁酒店。为了方便第二天坐车去峨嵋，所以我们定在了新南站附近。到)|第二天(满足带着吃货得幸福，回宾馆洗洗睡了，因为第二天我们四点半就得起床，五点钟就要退房出发。)
906301,成都蜂影會第二回!!!,http://www.mafengwo.cn/i/906301.html,无,无
905966,成都行,http://www.mafengwo.cn/i/905966.html,无,无
852208,成都之行第三章--成都,http://www.mafengwo.cn/i/852208.html,19日(9月19日晚从青城山回到成都，住的地方离春熙很近，)|20日(在路上买了个锅魁，味道还可以。   9月20日睡了个懒觉，计划去武侯祠、锦里、杜甫草堂),无
887217,我的成都生活——回到儿时,http://www.mafengwo.cn/i/887217.html,无,无
1150798,川西之行（成都，都江堰，峨眉山）,http://www.mafengwo.cn/i/1150798.html,5天(和一同事聊天后临时改变成了成都。一共去了5天，大致的行程如下（Day1-成都，Day)|一天(了宽窄巷子，吃点小吃，听听川剧享受美好的一天。     三英 吕布系貂蝉  人中吕布)|一天(峨眉，路上大约要2.5小时左右。由于只有一天加一个早晨的时间，所以计划的线路是：先坐)|一天(坪到山脚下的摆渡车要开2个小时，再加上前一天吃过亏，所以早早的就坐车下山生怕耽误了晚)|一天(下坐车到成都又花了3个小时。本来打算最后一天转四川博物馆的，还是担心怕交通不畅把飞机)|一天(是担心怕交通不畅把飞机给耽误了，所以最后一天取消了任何的计划直接早早的去机场等待了，),day1(成了成都。一共去了5天，大致的行程如下（Day1-成都，Day2-都江堰，Day3-成都)|day2(了5天，大致的行程如下（Day1-成都，Day2-都江堰，Day3-成都，Day4-峨眉)|day3(如下（Day1-成都，Day2-都江堰，Day3-成都，Day4-峨眉山，Day5-回成)|day4(成都，Day2-都江堰，Day3-成都，Day4-峨眉山，Day5-回成都飞北京）。第一)|day5(江堰，Day3-成都，Day4-峨眉山，Day5-回成都飞北京）。第一天中午落地，入住完)|第一天(y4-峨眉山，Day5-回成都飞北京）。第一天中午落地，入住完酒店后直接杀到金沙博物馆)|第二天(就算了。看过川剧后，就回酒店休息了，准备第二天去都江堰。成都去都江堰很方便，从火车北站)|第三天(遛弯完了之后走了个足底按摩遍回去休息了。第三天遇到了难得的大太阳天，所以去了杜甫草堂，)|第二天(  看完川剧已经快十一点了，回去休息准备第二天杀到峨眉，结果白天喝茶喝多了，晚上睡不着)|第二天(全湿透了，吃饭洗澡后早早的休息，睡前担心第二天会腿疼。         神奇的是，我一)
906589,成都,http://www.mafengwo.cn/i/906589.html,无,无
897009,2012-1-14 成都路过,http://www.mafengwo.cn/i/897009.html,无,无
896820,到成都过周末,http://www.mafengwo.cn/i/896820.html,无,第二天(场现在知道为啥会有人在公园玩木偶了，哈哈第二天，路过这里，杜甫真的很忙还有一个雷人的广)
908345,自驾游 成都一系列,http://www.mafengwo.cn/i/908345.html,20天(都锦里-峨眉山金顶- 三峡风光。大概用了20天左右的时间，照片是用手机照的，大部分的照),无
742780,泡桐树街随拍,http://www.mafengwo.cn/i/742780.html,无,无
693306,吃着雪糕逛成都新客站（东客站）,http://www.mafengwo.cn/i/693306.html,无,无
903782,2010 天府之国,http://www.mafengwo.cn/i/903782.html,无,无
1052753,吃货行走川渝港超详细游记——附海量熊猫照和美食照~~~,http://www.mafengwo.cn/i/1052753.html,一日(九寨一日游吐血推荐攻略点这里：http://ww)|15天(去成都的想发久久不得实现，直到，，我有了15天的婚假！啊，我这辈子只有一次的婚假就献给)|9日(好吧，我词穷了，不知道肿么形容了！10月9日在大同办完婚礼后，12日下午的飞机由太原)|12日(肿么形容了！10月9日在大同办完婚礼后，12日下午的飞机由太原-重庆。具体行程是酱紫的)|12日(机由太原-重庆。具体行程是酱紫的：10月12日：太原-重庆（灰机），宿重庆10月13日)|13日(12日：太原-重庆（灰机），宿重庆10月13日：重庆一日游10月14日：重庆-成都（动)|一日(-重庆（灰机），宿重庆10月13日：重庆一日游10月14日：重庆-成都（动车），成都)|14日(），宿重庆10月13日：重庆一日游10月14日：重庆-成都（动车），成都半日游，宿成都)|15日(-成都（动车），成都半日游，宿成都10月15日：成都一日游，宿成都10月16日：成都-)|一日(），成都半日游，宿成都10月15日：成都一日游，宿成都10月16日：成都-九寨，宿九)|16日(都10月15日：成都一日游，宿成都10月16日：成都-九寨，宿九寨10月17日：九寨一)|17日(都10月16日：成都-九寨，宿九寨10月17日：九寨一日游，宿九寨10月18日：九寨-)|一日(日：成都-九寨，宿九寨10月17日：九寨一日游，宿九寨10月18日：九寨-成都，宿成)|18日(寨10月17日：九寨一日游，宿九寨10月18日：九寨-成都，宿成都10月19日：成都一)|19日(寨10月18日：九寨-成都，宿成都10月19日：成都一日游，宿成都10月20日：成都-)|一日(日：九寨-成都，宿成都10月19日：成都一日游，宿成都10月20日：成都-香港，香港)|20日(都10月19日：成都一日游，宿成都10月20日：成都-香港，香港半日游，宿香港10月2)|21日(日：成都-香港，香港半日游，宿香港10月21日：香港一日游，宿香港10月22日：香港-)|一日(港，香港半日游，宿香港10月21日：香港一日游，宿香港10月22日：香港-厦门在此要)|22日(港10月21日：香港一日游，宿香港10月22日：香港-厦门在此要非常感谢携程的超值团购)|12日(预订的，我表示性价比非常的可以！！10月12日下午18:35到达重庆江北机场，目的地是)|14日(ng表示坐索道原路返回~~~次日一大早（14日）坐D5103去成都咯~~幸运的是，地铁)|16日(印象火锅，直接捧着圆圆的肚子回酒店了！！16日出发去九寨！！因为九寨真的是重头戏，而且)|19日(吃了~~~出门忘了带相机了，所以没有照片19日的行程安排得很松，以休闲游为主打精神。早)|20日(菜哦。价格公道实惠！！五星推荐！！   20日一大早的飞机飞去HK啦~~话说打车去机场)|三日(0+1400=4755 动车：200九寨三日行吃住行费用合计：2400重庆+成都+香),第二天(为long同学不是一个爱拍照的孩纸！！ 第二天的行程是上午红岩纪念馆和磁器口，下午朝天)|第二天(香蕉也非常好吃，超甜的！！ 洗洗早点睡，第二天要出发去熊猫基地~~ 出发前当然要饱餐一)|第二天(，还是回去吧。所以我们就打道回府了，因为第二天要去九寨沟，我们要保存点体力！谁知道，当)
743391,四川游—— 第一天——成都市内游——主要就是吃！,http://www.mafengwo.cn/i/743391.html,六天(太多的风景名胜令人神往，此次行程匆匆，仅六天的时间，实在不够我们将此地的美景精华一一)|一天(大熊猫要一万元~~~还是放弃吧~~~~这一天逛到很晚才回去，第二天起了个大早儿，五点),第一天(定，1500/人）           第一天——成都市内游——主要就是吃！（吃的时候)|第二天(还是放弃吧~~~~这一天逛到很晚才回去，第二天起了个大早儿，五点钟，收拾行李，坐上了前)
692221,成都动物园半日游--回忆之旅,http://www.mafengwo.cn/i/692221.html,无,无
1320731,"要么读书,要么旅行,身体和心灵总有一个在路上|| 川西甘南 || - 成都|九寨沟|若尔盖|(海量PP&详细攻略)",http://www.mafengwo.cn/i/1320731.html,8日(8：松潘—成都D9：成都—常州成都篇6月8日常州—成都MU541321:00—23:)|9日(0元，底站岷山饭店下打的去喜年广场。6月9日江油肥肠，王妈手撕烤兔，宽窄巷子，蛋烘糕)|10日(挂满红灯笼，不可错过，于是欣然前往。6月10日大熊猫繁育研究基地，华兴街煎蛋面，成都地)|11日(买了鸭舌和鸭掌，鸭舌很入味。九寨沟篇6月11日成都—九寨沟提前一天在茶店子客运站买成都)|一天(入味。九寨沟篇6月11日成都—九寨沟提前一天在茶店子客运站买成都—九寨沟的汽车票，票)|12日(10元）。价格：234/晚，含早餐。6月12日九寨沟—日则沟九寨沟的游玩是安排了2天的)|2天(12日九寨沟—日则沟九寨沟的游玩是安排了2天的，想领略九寨沟的全部美景，一天显然是不)|一天(是安排了2天的，想领略九寨沟的全部美景，一天显然是不够的，既然是自由行，就要自由的彻)|13日(瀑布：是西游记片尾曲瀑布的场景拍摄地6月13日九寨沟—则查洼沟树正沟镜海长海，九寨沟里)|14日(树正寨：若尔盖草原，郎木寺，唐克乡篇6月14日若尔盖，花湖，郎木寺四川西部高原，紧邻甘)|一天(们买了的，因为松潘回成都的汽车票需要提前一天购买，等回到松潘再买票来不及哦，汽车站都)|15日(久的一个，距今已经有四百年天葬历史。6月15日九曲黄河第一湾，瓦切塔林，红原，松潘九曲)|16日(林：红原：酸奶：青稞饼，牦牛肉汤松潘6月16日成都—重庆孔亮鳝鱼火锅，二姐兔丁下午回到),第一天(须的。九寨沟景区路线是呈Y字型。我们准备第一天游览日则沟，第二天游览则查洼沟和树正沟。)|第二天(线是呈Y字型。我们准备第一天游览日则沟，第二天游览则查洼沟和树正沟。九寨沟门票价格：2)|第一天(沟和树正沟景色在左边，要坐在靠左的位置。第一天上午徒步游览到诺日朗瀑布，下午就直接在诺)|第二天(海—树正寨—火花海—芦苇海—盆景滩—沟口第二天依旧7点进沟，找到了老虎嘴，拍摄五花海全)
904317,成都归来,http://www.mafengwo.cn/i/904317.html,一天(敦厚。要了4块钱盖碗茶，就可以在竹椅上坐一天，边喝茶边品老庄之道，我也开始飘飘欲仙了),无
914148,赖汤圆,http://www.mafengwo.cn/i/914148.html,无,无
905357,断断续续的成都行（二）,http://www.mafengwo.cn/i/905357.html,三天(年去时的照片，可以看看。。。    我是三天两夜完成我的游行——碧峰峡      中),无
904764,成都记,http://www.mafengwo.cn/i/904764.html,"七天(拿上行李出了机场拦车去酒店睡觉。这个新的七天酒店真不错，很干净很喜欢。（还有睡前牛奶)|18d(偷去房间吃。吃完就洗了个澡睡觉去了。5.18D3 早上6点就被叫早爬起来，太坑爹了，但)|19d(好睡一觉,期待19号回成都大吃一顿.5.19D4 一早就被导游叫起来了,开始进行回成都)|20d(一觉。睡到早上九点起床，哈哈。   5.20D5 早上九点起床，看看我的行程。今天去武)",无
865492,随拍成都,http://www.mafengwo.cn/i/865492.html,无,无
851494,成都行，第一季,http://www.mafengwo.cn/i/851494.html,16日(             2011年1月16日，在我做了充分准备和计划后，我和朋友与家)|一天(起“乱世佳人”里德经典台词：明天又是新的一天。这件事之后，对我以后所做的决定都会起着)|16日(                  1月16日：入住“驴友记”。（位于四川省成都市星辉)|17日(                  1月17日：文殊院（门票：5元    离驴友记客栈),无
637677,20100721 成都觅食记,http://www.mafengwo.cn/i/637677.html,一天(抄手，嘎嘎，就着咸蛋吃了。8、就此充实的一天就结束了。 =||=回复废墟守护者：钟水),无
858993,成都 ———— 我慢慢来 你慢慢走,http://www.mafengwo.cn/i/858993.html,11天(上发状态。实在想不出去哪里玩。天知道我有11天的假期呢。 小黑在下面回复。亲，我在四川)|三天(还是没有忧虑和担心的。 成都我将在那里呆三天，然后去康定。因为叫我去那里的“罪魁祸首)|一天( 好油腻哦不过味道还不错~ 打道回府玩了一天有点累~休养生息明天继续~来张夜景第二天),第二天(。亲，我在四川呢哦。这里的酸奶真好喝。 第二天陪同学去车站的时候，收到了小黑的短信。你)|第二天(了一天有点累~休养生息明天继续~来张夜景第二天起床的时候腿和肩膀都有点痛~于是决定好好)
772560,曼游记之四川给我的惊鸿一瞥,http://www.mafengwo.cn/i/772560.html,15日(      2010年11月10-15日在四川匆匆忙忙的几天，去之前对四川并没有),第一天(边响起了这么熟悉的旋律那可是你最爱唱的歌第一天：成都中午到成都，在携程订的旅馆，在成都)|第二天(这个红墙很出名的，《印象四川》里有取景 第二天成都 青羊宫-百花潭-杜甫草堂 青羊宫（)|第三天(我担心防火问题。我崇拜的朝代和杜甫合个影第三天成都春熙路成都的夜景  我去了非常气派的)|第四天(的百花巷，抱歉，白天照片没有拍，呵呵~ 第四天泸州匆匆一游刚到泸州就被酒香弥漫着整个城)|第五天(拍照这个街边小吃不知道叫什么，很辣很咸 第五天泸州-重庆到重庆已经是晚上了下着下雨没有)|第六天(-重庆到重庆已经是晚上了下着下雨没有拍照第六天早上飞回上海 这是我整个匆匆四川行的游记)
914597,成都，请在那里等我！,http://www.mafengwo.cn/i/914597.html,16日(     6月16日，08:55，踏上开往成都的火车。一下火),第二天(睡出颈椎病！              第二天，睡到自然醒，10点钟出发，在楼下暖暖胃)
680682,商业化的古镇——洛带,http://www.mafengwo.cn/i/680682.html,无,无
